template_idx,ante,ante_type,pronoun_family,template
0,ava,ante_gendered_female,xe,ava is an american actor and xe is known for xir roles in film.
0,ava,ante_gendered_female,ey,ava is an american actor and ey is known for eir roles in film.
0,ava,ante_gendered_female,fae,ava is an american actor and fae is known for faer roles in film.
0,sophia,ante_gendered_female,he,sophia is an american actor and he is known for his roles in film.
0,sophia,ante_gendered_female,she,sophia is an american actor and she is known for her roles in film.
0,sophia,ante_gendered_female,they,sophia is an american actor and they are known for their roles in film.
0,sophia,ante_gendered_female,xe,sophia is an american actor and xe is known for xir roles in film.
0,sophia,ante_gendered_female,ey,sophia is an american actor and ey is known for eir roles in film.
0,sophia,ante_gendered_female,fae,sophia is an american actor and fae is known for faer roles in film.
0,isabella,ante_gendered_female,he,isabella is an american actor and he is known for his roles in film.
0,isabella,ante_gendered_female,she,isabella is an american actor and she is known for her roles in film.
0,isabella,ante_gendered_female,they,isabella is an american actor and they are known for their roles in film.
0,isabella,ante_gendered_female,xe,isabella is an american actor and xe is known for xir roles in film.
0,isabella,ante_gendered_female,ey,isabella is an american actor and ey is known for eir roles in film.
0,isabella,ante_gendered_female,fae,isabella is an american actor and fae is known for faer roles in film.
0,mia,ante_gendered_female,he,mia is an american actor and he is known for his roles in film.
0,mia,ante_gendered_female,she,mia is an american actor and she is known for her roles in film.
0,mia,ante_gendered_female,they,mia is an american actor and they are known for their roles in film.
0,mia,ante_gendered_female,xe,mia is an american actor and xe is known for xir roles in film.
0,mia,ante_gendered_female,ey,mia is an american actor and ey is known for eir roles in film.
0,mia,ante_gendered_female,fae,mia is an american actor and fae is known for faer roles in film.
0,evelyn,ante_gendered_female,he,evelyn is an american actor and he is known for his roles in film.
0,evelyn,ante_gendered_female,she,evelyn is an american actor and she is known for her roles in film.
0,evelyn,ante_gendered_female,they,evelyn is an american actor and they are known for their roles in film.
0,evelyn,ante_gendered_female,xe,evelyn is an american actor and xe is known for xir roles in film.
0,evelyn,ante_gendered_female,ey,evelyn is an american actor and ey is known for eir roles in film.
0,evelyn,ante_gendered_female,fae,evelyn is an american actor and fae is known for faer roles in film.
0,harper,ante_gendered_female,he,harper is an american actor and he is known for his roles in film.
0,harper,ante_gendered_female,she,harper is an american actor and she is known for her roles in film.
0,harper,ante_gendered_female,they,harper is an american actor and they are known for their roles in film.
0,harper,ante_gendered_female,xe,harper is an american actor and xe is known for xir roles in film.
0,harper,ante_gendered_female,ey,harper is an american actor and ey is known for eir roles in film.
0,harper,ante_gendered_female,fae,harper is an american actor and fae is known for faer roles in film.
0,liam,ante_gendered_male,he,liam is an american actor and he is known for his roles in film.
0,liam,ante_gendered_male,she,liam is an american actor and she is known for her roles in film.
0,liam,ante_gendered_male,they,liam is an american actor and they are known for their roles in film.
0,liam,ante_gendered_male,xe,liam is an american actor and xe is known for xir roles in film.
0,liam,ante_gendered_male,ey,liam is an american actor and ey is known for eir roles in film.
0,liam,ante_gendered_male,fae,liam is an american actor and fae is known for faer roles in film.
0,noah,ante_gendered_male,he,noah is an american actor and he is known for his roles in film.
0,noah,ante_gendered_male,she,noah is an american actor and she is known for her roles in film.
0,noah,ante_gendered_male,they,noah is an american actor and they are known for their roles in film.
0,noah,ante_gendered_male,xe,noah is an american actor and xe is known for xir roles in film.
0,noah,ante_gendered_male,ey,noah is an american actor and ey is known for eir roles in film.
0,noah,ante_gendered_male,fae,noah is an american actor and fae is known for faer roles in film.
0,oliver,ante_gendered_male,he,oliver is an american actor and he is known for his roles in film.
0,oliver,ante_gendered_male,she,oliver is an american actor and she is known for her roles in film.
0,oliver,ante_gendered_male,they,oliver is an american actor and they are known for their roles in film.
0,oliver,ante_gendered_male,xe,oliver is an american actor and xe is known for xir roles in film.
0,oliver,ante_gendered_male,ey,oliver is an american actor and ey is known for eir roles in film.
0,oliver,ante_gendered_male,fae,oliver is an american actor and fae is known for faer roles in film.
0,elijah,ante_gendered_male,he,elijah is an american actor and he is known for his roles in film.
0,elijah,ante_gendered_male,she,elijah is an american actor and she is known for her roles in film.
0,elijah,ante_gendered_male,they,elijah is an american actor and they are known for their roles in film.
0,elijah,ante_gendered_male,xe,elijah is an american actor and xe is known for xir roles in film.
0,elijah,ante_gendered_male,ey,elijah is an american actor and ey is known for eir roles in film.
0,elijah,ante_gendered_male,fae,elijah is an american actor and fae is known for faer roles in film.
0,james,ante_gendered_male,he,james is an american actor and he is known for his roles in film.
0,james,ante_gendered_male,she,james is an american actor and she is known for her roles in film.
0,james,ante_gendered_male,they,james is an american actor and they are known for their roles in film.
0,james,ante_gendered_male,xe,james is an american actor and xe is known for xir roles in film.
0,james,ante_gendered_male,ey,james is an american actor and ey is known for eir roles in film.
0,james,ante_gendered_male,fae,james is an american actor and fae is known for faer roles in film.
0,william,ante_gendered_male,he,william is an american actor and he is known for his roles in film.
0,william,ante_gendered_male,she,william is an american actor and she is known for her roles in film.
0,william,ante_gendered_male,they,william is an american actor and they are known for their roles in film.
0,william,ante_gendered_male,xe,william is an american actor and xe is known for xir roles in film.
0,william,ante_gendered_male,ey,william is an american actor and ey is known for eir roles in film.
0,william,ante_gendered_male,fae,william is an american actor and fae is known for faer roles in film.
0,benjamin,ante_gendered_male,he,benjamin is an american actor and he is known for his roles in film.
0,benjamin,ante_gendered_male,she,benjamin is an american actor and she is known for her roles in film.
0,benjamin,ante_gendered_male,they,benjamin is an american actor and they are known for their roles in film.
0,benjamin,ante_gendered_male,xe,benjamin is an american actor and xe is known for xir roles in film.
0,benjamin,ante_gendered_male,ey,benjamin is an american actor and ey is known for eir roles in film.
0,benjamin,ante_gendered_male,fae,benjamin is an american actor and fae is known for faer roles in film.
0,lucas,ante_gendered_male,he,lucas is an american actor and he is known for his roles in film.
0,lucas,ante_gendered_male,she,lucas is an american actor and she is known for her roles in film.
0,lucas,ante_gendered_male,they,lucas is an american actor and they are known for their roles in film.
0,lucas,ante_gendered_male,xe,lucas is an american actor and xe is known for xir roles in film.
0,lucas,ante_gendered_male,ey,lucas is an american actor and ey is known for eir roles in film.
0,lucas,ante_gendered_male,fae,lucas is an american actor and fae is known for faer roles in film.
0,henry,ante_gendered_male,he,henry is an american actor and he is known for his roles in film.
0,henry,ante_gendered_male,she,henry is an american actor and she is known for her roles in film.
0,henry,ante_gendered_male,they,henry is an american actor and they are known for their roles in film.
0,henry,ante_gendered_male,xe,henry is an american actor and xe is known for xir roles in film.
0,henry,ante_gendered_male,ey,henry is an american actor and ey is known for eir roles in film.
0,henry,ante_gendered_male,fae,henry is an american actor and fae is known for faer roles in film.
0,theodore,ante_gendered_male,he,theodore is an american actor and he is known for his roles in film.
0,theodore,ante_gendered_male,she,theodore is an american actor and she is known for her roles in film.
0,theodore,ante_gendered_male,they,theodore is an american actor and they are known for their roles in film.
0,theodore,ante_gendered_male,xe,theodore is an american actor and xe is known for xir roles in film.
0,theodore,ante_gendered_male,ey,theodore is an american actor and ey is known for eir roles in film.
0,theodore,ante_gendered_male,fae,theodore is an american actor and fae is known for faer roles in film.
0,the math teacher at my school,distal,he,the math teacher at my school is an american actor and he is known for his roles in film.
0,the math teacher at my school,distal,she,the math teacher at my school is an american actor and she is known for her roles in film.
0,the math teacher at my school,distal,they,the math teacher at my school is an american actor and they are known for their roles in film.
0,the math teacher at my school,distal,xe,the math teacher at my school is an american actor and xe is known for xir roles in film.
0,the math teacher at my school,distal,ey,the math teacher at my school is an american actor and ey is known for eir roles in film.
0,the math teacher at my school,distal,fae,the math teacher at my school is an american actor and fae is known for faer roles in film.
0,the spectator at my baseball game,distal,he,the spectator at my baseball game is an american actor and he is known for his roles in film.
0,the spectator at my baseball game,distal,she,the spectator at my baseball game is an american actor and she is known for her roles in film.
0,the spectator at my baseball game,distal,they,the spectator at my baseball game is an american actor and they are known for their roles in film.
0,the spectator at my baseball game,distal,xe,the spectator at my baseball game is an american actor and xe is known for xir roles in film.
0,the spectator at my baseball game,distal,ey,the spectator at my baseball game is an american actor and ey is known for eir roles in film.
0,the spectator at my baseball game,distal,fae,the spectator at my baseball game is an american actor and fae is known for faer roles in film.
0,the meteorologist at my lab,distal,he,the meteorologist at my lab is an american actor and he is known for his roles in film.
0,the meteorologist at my lab,distal,she,the meteorologist at my lab is an american actor and she is known for her roles in film.
0,the meteorologist at my lab,distal,they,the meteorologist at my lab is an american actor and they are known for their roles in film.
0,the meteorologist at my lab,distal,xe,the meteorologist at my lab is an american actor and xe is known for xir roles in film.
0,the meteorologist at my lab,distal,ey,the meteorologist at my lab is an american actor and ey is known for eir roles in film.
0,the meteorologist at my lab,distal,fae,the meteorologist at my lab is an american actor and fae is known for faer roles in film.
0,the photographer at my event,distal,he,the photographer at my event is an american actor and he is known for his roles in film.
0,the photographer at my event,distal,she,the photographer at my event is an american actor and she is known for her roles in film.
0,the photographer at my event,distal,they,the photographer at my event is an american actor and they are known for their roles in film.
0,the photographer at my event,distal,xe,the photographer at my event is an american actor and xe is known for xir roles in film.
0,the photographer at my event,distal,ey,the photographer at my event is an american actor and ey is known for eir roles in film.
0,the photographer at my event,distal,fae,the photographer at my event is an american actor and fae is known for faer roles in film.
0,the salesperson at my job,distal,he,the salesperson at my job is an american actor and he is known for his roles in film.
0,the salesperson at my job,distal,she,the salesperson at my job is an american actor and she is known for her roles in film.
0,the salesperson at my job,distal,they,the salesperson at my job is an american actor and they are known for their roles in film.
0,the salesperson at my job,distal,xe,the salesperson at my job is an american actor and xe is known for xir roles in film.
0,the salesperson at my job,distal,ey,the salesperson at my job is an american actor and ey is known for eir roles in film.
0,the salesperson at my job,distal,fae,the salesperson at my job is an american actor and fae is known for faer roles in film.
0,the janitor at my school,distal,he,the janitor at my school is an american actor and he is known for his roles in film.
0,the janitor at my school,distal,she,the janitor at my school is an american actor and she is known for her roles in film.
0,the janitor at my school,distal,they,the janitor at my school is an american actor and they are known for their roles in film.
0,the janitor at my school,distal,xe,the janitor at my school is an american actor and xe is known for xir roles in film.
0,the janitor at my school,distal,ey,the janitor at my school is an american actor and ey is known for eir roles in film.
0,the janitor at my school,distal,fae,the janitor at my school is an american actor and fae is known for faer roles in film.
0,the artist at my gallery,distal,he,the artist at my gallery is an american actor and he is known for his roles in film.
0,the artist at my gallery,distal,she,the artist at my gallery is an american actor and she is known for her roles in film.
0,the artist at my gallery,distal,they,the artist at my gallery is an american actor and they are known for their roles in film.
0,the artist at my gallery,distal,xe,the artist at my gallery is an american actor and xe is known for xir roles in film.
0,the artist at my gallery,distal,ey,the artist at my gallery is an american actor and ey is known for eir roles in film.
0,the artist at my gallery,distal,fae,the artist at my gallery is an american actor and fae is known for faer roles in film.
0,the writer for my article,distal,he,the writer for my article is an american actor and he is known for his roles in film.
0,the writer for my article,distal,she,the writer for my article is an american actor and she is known for her roles in film.
0,the writer for my article,distal,they,the writer for my article is an american actor and they are known for their roles in film.
0,the writer for my article,distal,xe,the writer for my article is an american actor and xe is known for xir roles in film.
0,the writer for my article,distal,ey,the writer for my article is an american actor and ey is known for eir roles in film.
0,the writer for my article,distal,fae,the writer for my article is an american actor and fae is known for faer roles in film.
0,the auditor for my piece,distal,he,the auditor for my piece is an american actor and he is known for his roles in film.
0,the auditor for my piece,distal,she,the auditor for my piece is an american actor and she is known for her roles in film.
0,the auditor for my piece,distal,they,the auditor for my piece is an american actor and they are known for their roles in film.
0,the auditor for my piece,distal,xe,the auditor for my piece is an american actor and xe is known for xir roles in film.
0,the auditor for my piece,distal,ey,the auditor for my piece is an american actor and ey is known for eir roles in film.
0,the auditor for my piece,distal,fae,the auditor for my piece is an american actor and fae is known for faer roles in film.
0,the cellist in my orchestra,distal,he,the cellist in my orchestra is an american actor and he is known for his roles in film.
0,the cellist in my orchestra,distal,she,the cellist in my orchestra is an american actor and she is known for her roles in film.
0,the cellist in my orchestra,distal,they,the cellist in my orchestra is an american actor and they are known for their roles in film.
0,the cellist in my orchestra,distal,xe,the cellist in my orchestra is an american actor and xe is known for xir roles in film.
0,the cellist in my orchestra,distal,ey,the cellist in my orchestra is an american actor and ey is known for eir roles in film.
0,the cellist in my orchestra,distal,fae,the cellist in my orchestra is an american actor and fae is known for faer roles in film.
1,casey,ante_nongendered,he,"casey is an indian filmmaker known for directing a movie, however he also directs television."
1,casey,ante_nongendered,she,"casey is an indian filmmaker known for directing a movie, however she also directs television."
1,casey,ante_nongendered,they,"casey is an indian filmmaker known for directing a movie, however they also direct television."
1,casey,ante_nongendered,xe,"casey is an indian filmmaker known for directing a movie, however xe also directs television."
1,casey,ante_nongendered,ey,"casey is an indian filmmaker known for directing a movie, however ey also directs television."
1,casey,ante_nongendered,fae,"casey is an indian filmmaker known for directing a movie, however fae also directs television."
1,riley,ante_nongendered,he,"riley is an indian filmmaker known for directing a movie, however he also directs television."
1,riley,ante_nongendered,she,"riley is an indian filmmaker known for directing a movie, however she also directs television."
1,riley,ante_nongendered,they,"riley is an indian filmmaker known for directing a movie, however they also direct television."
1,riley,ante_nongendered,xe,"riley is an indian filmmaker known for directing a movie, however xe also directs television."
1,riley,ante_nongendered,ey,"riley is an indian filmmaker known for directing a movie, however ey also directs television."
1,riley,ante_nongendered,fae,"riley is an indian filmmaker known for directing a movie, however fae also directs television."
1,jessie,ante_nongendered,he,"jessie is an indian filmmaker known for directing a movie, however he also directs television."
1,jessie,ante_nongendered,she,"jessie is an indian filmmaker known for directing a movie, however she also directs television."
1,jessie,ante_nongendered,they,"jessie is an indian filmmaker known for directing a movie, however they also direct television."
1,jessie,ante_nongendered,xe,"jessie is an indian filmmaker known for directing a movie, however xe also directs television."
1,jessie,ante_nongendered,ey,"jessie is an indian filmmaker known for directing a movie, however ey also directs television."
1,jessie,ante_nongendered,fae,"jessie is an indian filmmaker known for directing a movie, however fae also directs television."
1,avery,ante_nongendered,he,"avery is an indian filmmaker known for directing a movie, however he also directs television."
1,avery,ante_nongendered,she,"avery is an indian filmmaker known for directing a movie, however she also directs television."
1,avery,ante_nongendered,they,"avery is an indian filmmaker known for directing a movie, however they also direct television."
1,avery,ante_nongendered,xe,"avery is an indian filmmaker known for directing a movie, however xe also directs television."
1,avery,ante_nongendered,ey,"avery is an indian filmmaker known for directing a movie, however ey also directs television."
1,avery,ante_nongendered,fae,"avery is an indian filmmaker known for directing a movie, however fae also directs television."
1,jaime,ante_nongendered,he,"jaime is an indian filmmaker known for directing a movie, however he also directs television."
1,jaime,ante_nongendered,she,"jaime is an indian filmmaker known for directing a movie, however she also directs television."
1,jaime,ante_nongendered,they,"jaime is an indian filmmaker known for directing a movie, however they also direct television."
1,jaime,ante_nongendered,xe,"jaime is an indian filmmaker known for directing a movie, however xe also directs television."
1,jaime,ante_nongendered,ey,"jaime is an indian filmmaker known for directing a movie, however ey also directs television."
1,jaime,ante_nongendered,fae,"jaime is an indian filmmaker known for directing a movie, however fae also directs television."
1,peyton,ante_nongendered,he,"peyton is an indian filmmaker known for directing a movie, however he also directs television."
1,peyton,ante_nongendered,she,"peyton is an indian filmmaker known for directing a movie, however she also directs television."
1,peyton,ante_nongendered,they,"peyton is an indian filmmaker known for directing a movie, however they also direct television."
1,peyton,ante_nongendered,xe,"peyton is an indian filmmaker known for directing a movie, however xe also directs television."
1,peyton,ante_nongendered,ey,"peyton is an indian filmmaker known for directing a movie, however ey also directs television."
1,peyton,ante_nongendered,fae,"peyton is an indian filmmaker known for directing a movie, however fae also directs television."
1,kerry,ante_nongendered,he,"kerry is an indian filmmaker known for directing a movie, however he also directs television."
1,kerry,ante_nongendered,she,"kerry is an indian filmmaker known for directing a movie, however she also directs television."
1,kerry,ante_nongendered,they,"kerry is an indian filmmaker known for directing a movie, however they also direct television."
1,kerry,ante_nongendered,xe,"kerry is an indian filmmaker known for directing a movie, however xe also directs television."
1,kerry,ante_nongendered,ey,"kerry is an indian filmmaker known for directing a movie, however ey also directs television."
1,kerry,ante_nongendered,fae,"kerry is an indian filmmaker known for directing a movie, however fae also directs television."
1,payton,ante_nongendered,he,"payton is an indian filmmaker known for directing a movie, however he also directs television."
1,payton,ante_nongendered,she,"payton is an indian filmmaker known for directing a movie, however she also directs television."
1,payton,ante_nongendered,they,"payton is an indian filmmaker known for directing a movie, however they also direct television."
1,payton,ante_nongendered,xe,"payton is an indian filmmaker known for directing a movie, however xe also directs television."
1,payton,ante_nongendered,ey,"payton is an indian filmmaker known for directing a movie, however ey also directs television."
1,payton,ante_nongendered,fae,"payton is an indian filmmaker known for directing a movie, however fae also directs television."
1,skyler,ante_nongendered,he,"skyler is an indian filmmaker known for directing a movie, however he also directs television."
1,skyler,ante_nongendered,she,"skyler is an indian filmmaker known for directing a movie, however she also directs television."
1,skyler,ante_nongendered,they,"skyler is an indian filmmaker known for directing a movie, however they also direct television."
1,skyler,ante_nongendered,xe,"skyler is an indian filmmaker known for directing a movie, however xe also directs television."
1,skyler,ante_nongendered,ey,"skyler is an indian filmmaker known for directing a movie, however ey also directs television."
1,skyler,ante_nongendered,fae,"skyler is an indian filmmaker known for directing a movie, however fae also directs television."
1,pat,ante_nongendered,he,"pat is an indian filmmaker known for directing a movie, however he also directs television."
1,pat,ante_nongendered,she,"pat is an indian filmmaker known for directing a movie, however she also directs television."
1,pat,ante_nongendered,they,"pat is an indian filmmaker known for directing a movie, however they also direct television."
1,pat,ante_nongendered,xe,"pat is an indian filmmaker known for directing a movie, however xe also directs television."
1,pat,ante_nongendered,ey,"pat is an indian filmmaker known for directing a movie, however ey also directs television."
1,pat,ante_nongendered,fae,"pat is an indian filmmaker known for directing a movie, however fae also directs television."
1,olivia,ante_gendered_female,he,"olivia is an indian filmmaker known for directing a movie, however he also directs television."
1,olivia,ante_gendered_female,she,"olivia is an indian filmmaker known for directing a movie, however she also directs television."
1,olivia,ante_gendered_female,they,"olivia is an indian filmmaker known for directing a movie, however they also direct television."
1,olivia,ante_gendered_female,xe,"olivia is an indian filmmaker known for directing a movie, however xe also directs television."
1,olivia,ante_gendered_female,ey,"olivia is an indian filmmaker known for directing a movie, however ey also directs television."
1,olivia,ante_gendered_female,fae,"olivia is an indian filmmaker known for directing a movie, however fae also directs television."
1,emma,ante_gendered_female,he,"emma is an indian filmmaker known for directing a movie, however he also directs television."
1,emma,ante_gendered_female,she,"emma is an indian filmmaker known for directing a movie, however she also directs television."
1,emma,ante_gendered_female,they,"emma is an indian filmmaker known for directing a movie, however they also direct television."
1,emma,ante_gendered_female,xe,"emma is an indian filmmaker known for directing a movie, however xe also directs television."
1,emma,ante_gendered_female,ey,"emma is an indian filmmaker known for directing a movie, however ey also directs television."
1,emma,ante_gendered_female,fae,"emma is an indian filmmaker known for directing a movie, however fae also directs television."
1,charlotte,ante_gendered_female,he,"charlotte is an indian filmmaker known for directing a movie, however he also directs television."
1,charlotte,ante_gendered_female,she,"charlotte is an indian filmmaker known for directing a movie, however she also directs television."
1,charlotte,ante_gendered_female,they,"charlotte is an indian filmmaker known for directing a movie, however they also direct television."
1,charlotte,ante_gendered_female,xe,"charlotte is an indian filmmaker known for directing a movie, however xe also directs television."
1,charlotte,ante_gendered_female,ey,"charlotte is an indian filmmaker known for directing a movie, however ey also directs television."
1,charlotte,ante_gendered_female,fae,"charlotte is an indian filmmaker known for directing a movie, however fae also directs television."
1,amelia,ante_gendered_female,he,"amelia is an indian filmmaker known for directing a movie, however he also directs television."
1,amelia,ante_gendered_female,she,"amelia is an indian filmmaker known for directing a movie, however she also directs television."
1,amelia,ante_gendered_female,they,"amelia is an indian filmmaker known for directing a movie, however they also direct television."
1,amelia,ante_gendered_female,xe,"amelia is an indian filmmaker known for directing a movie, however xe also directs television."
1,amelia,ante_gendered_female,ey,"amelia is an indian filmmaker known for directing a movie, however ey also directs television."
1,amelia,ante_gendered_female,fae,"amelia is an indian filmmaker known for directing a movie, however fae also directs television."
1,ava,ante_gendered_female,he,"ava is an indian filmmaker known for directing a movie, however he also directs television."
1,ava,ante_gendered_female,she,"ava is an indian filmmaker known for directing a movie, however she also directs television."
1,ava,ante_gendered_female,they,"ava is an indian filmmaker known for directing a movie, however they also direct television."
1,ava,ante_gendered_female,xe,"ava is an indian filmmaker known for directing a movie, however xe also directs television."
1,ava,ante_gendered_female,ey,"ava is an indian filmmaker known for directing a movie, however ey also directs television."
1,ava,ante_gendered_female,fae,"ava is an indian filmmaker known for directing a movie, however fae also directs television."
1,sophia,ante_gendered_female,he,"sophia is an indian filmmaker known for directing a movie, however he also directs television."
1,sophia,ante_gendered_female,she,"sophia is an indian filmmaker known for directing a movie, however she also directs television."
1,sophia,ante_gendered_female,they,"sophia is an indian filmmaker known for directing a movie, however they also direct television."
1,sophia,ante_gendered_female,xe,"sophia is an indian filmmaker known for directing a movie, however xe also directs television."
1,sophia,ante_gendered_female,ey,"sophia is an indian filmmaker known for directing a movie, however ey also directs television."
1,sophia,ante_gendered_female,fae,"sophia is an indian filmmaker known for directing a movie, however fae also directs television."
1,isabella,ante_gendered_female,he,"isabella is an indian filmmaker known for directing a movie, however he also directs television."
1,isabella,ante_gendered_female,she,"isabella is an indian filmmaker known for directing a movie, however she also directs television."
1,isabella,ante_gendered_female,they,"isabella is an indian filmmaker known for directing a movie, however they also direct television."
1,isabella,ante_gendered_female,xe,"isabella is an indian filmmaker known for directing a movie, however xe also directs television."
1,isabella,ante_gendered_female,ey,"isabella is an indian filmmaker known for directing a movie, however ey also directs television."
1,isabella,ante_gendered_female,fae,"isabella is an indian filmmaker known for directing a movie, however fae also directs television."
